no,name,gubun,do,sigungu,address,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입,longitude,latitude
2796,백자동 캠핑장,민간,경기도,가평군,경기 가평군 북면 가화로 2575-22,0,20,0,0,0,,0,0,0,0,0,0,20,0,0,2020.8.22,개별,"전기,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,낚시",20,0,0,0,"일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견),127.463774055937,37.9646350955216
2797,도명산캠핑장,민간,충청북도,괴산군,충북 괴산군 청천면 고성4길 4-2,0,40,0,0,0,,0,0,0,0,0,0,20,20,0,2020.8.24,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트_편의점","계곡 물놀이,산책로,낚시",25,1,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견),127.784161871444,36.6600268298215
2798,옥전캠핑장,민간,충청북도,제천시,충북 제천시 봉양읍 옥전길 273-25,50,28,0,0,0,,7,7,10,9,15,10,17,32,0,2020.8.25,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,산책로",25,0,0,6,"여름물놀이,걷기길","릴선,화로대",가능(소형견),128.082773241151,37.1800785774537
2799,광덕그린농원 야영장,민간,강원도,화천군,강원 화천군 사내면 검단길 213-31,0,16,0,0,0,0.0,0,0,0,0,0,0,16,0,0,2020.8.25,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설","계곡 물놀이,산책로,운동장",0,0,0,0,가을단풍명소,,가능(소형견),127.470863761993,38.1101296088725
2800,늘솔길 캠핑장,민간,강원도,춘천시,강원 춘천시 동면 야시대로 1502,25,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.8.25,개별,"전기,무선인터넷,장작판매,운동시설",계곡 물놀이,0,0,0,0,가을단풍명소,,불가능,127.936266030392,37.8566601836276
2801,동두천 자연휴양림,자연휴양림,경기도,동두천시,경기 동두천시 탑동가산로 1 (탑동동),15,0,0,0,0,,0,0,0,0,0,0,9,6,0,2020.8.26,개별,"전기,물놀이장,놀이터,운동시설,마트_편의점","계곡 물놀이,산책로,농어촌체험시설",9,1,1,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능,127.137160403747,37.8898854795311
2802,(주)수피아캠핑카라반,민간,강원도,홍천군,강원 홍천군 서면 한서로 2141-16,0,0,0,7,0,,0,0,0,0,0,0,0,0,0,2020.8.27,개별,"전기,무선인터넷,장작판매,운동시설",,0,0,0,0,스키,,가능(소형견),127.673024568861,37.6173607814125
2803,양주 패밀리 캠핑장,민간,경기도,양주시,경기 양주시 부흥로 2191-46 (삼숭동),0,18,0,0,0,,0,0,0,0,0,0,18,0,0,2020.8.31,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,운동시설,마트_편의점",산책로,15,2,0,1,걷기길,화로대,가능,127.09551085764,37.8087851627719
2804,연천리버힐캠핑장,민간,경기도,연천군,경기 연천군 미산면 숭의전로 520-21,19,0,7,0,0,,0,0,0,0,0,0,0,0,0,2020.8.31,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","산책로,낚시",20,0,0,5,,"릴선,화로대",가능(소형견),126.982841972828,38.0254887811102
2805,네이처파크 자연휴양림,자연휴양림,대구광역시,달성군,대구 달성군 가창면 가창로175길 8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2015.7.28,개별,,,0,0,0,0,,,불가능,128.63385410468,35.7878682062805
2806,욕지도 관광농원,민간,경상남도,통영시,경남 통영시 욕지면 욕지일주로 819-47,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,2020.4.6,개별,,,0,0,0,0,"일몰명소,낚시",,가능,128.239693163876,34.6411018496871
2807,산타캠핑장,민간,경상북도,봉화군,경북 봉화군 소천면 풍애길 9-40,0,28,5,0,0,0.0,0,0,0,0,0,0,28,0,0,2020.4.20,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,산책로",17,0,0,0,여름물놀이,,불가능,129.053680534466,36.9264700236566
2808,고도 캠핑장,민간,경상북도,고령군,경북 고령군 대가야읍 신남로 61,2,0,0,10,0,0.0,0,0,0,0,0,0,0,0,0,2024.11.4,개별,,,0,0,0,0,,,불가능,128.265211880325,35.7121608914981
2809,캠핑소리251,민간,경기도,가평군,경기 가평군 설악면 묵안로 350,30,0,0,0,0,,0,0,0,0,0,0,26,2,2,2020.9.29,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,산책로,운동장,운동시설","계곡 물놀이,산책로,운동장,청소년체험시설,어린이놀이시설",30,1,0,0,"봄꽃여행,여름물놀이,겨울눈꽃명소,걷기길","릴선,화로대,식기",가능(소형견),127.511360442609,37.641027273919
2810,새움정,민간,경상북도,예천군,경북 예천군 보문면 옥천길 30,6,0,0,0,0,,5,7,0,6,5,0,2,1,0,2020.9.25,개별,"전기,무선인터넷,장작판매,놀이터,산책로,운동장,운동시설,마트_편의점","운동장,낚시,강/물놀이,농어촌체험시설",5,0,0,0,걷기길,,불가능,128.556192924859,36.7097442628539
2811,용인 룰루랄라 캠핑장,민간,경기도,용인시,경기 용인시 처인구 동부로729번길 97 (해곡동),16,0,0,0,0,,0,0,0,0,0,0,8,8,0,2020.9.24,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","계곡 물놀이,산책로",10,0,0,0,일출명소,"텐트,릴선,화로대,난방기구",가능,127.27164834769,37.1961333783278
2812,코뿔소글램핑,민간,강원도,평창군,강원 평창군 방림면 삼형제길 279-61,0,0,11,0,0,,0,0,0,0,0,0,0,0,0,2020.9.24,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",,0,0,0,0,"일출명소,스키,가을단풍명소,겨울눈꽃명소",,불가능,128.289071451663,37.4726114298282
2813,배티하우스,민간,경상남도,합천군,경남 합천군 쌍책면 황강옥전로 1062-50,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2020.9.23,개별,,,0,0,0,0,,,불가능,128.267101313745,35.6088000198354
2814,보다더캠핑,지자체,전라북도,고창군,전북 고창군 부안면 복분자로 531,23,20,0,0,20,,0,0,0,0,0,0,18,10,15,2020.9.22,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장,운동시설,마트_편의점","산책로,농어촌체험시설",30,0,0,0,"일출명소,일몰명소,봄꽃여행,가을단풍명소,겨울눈꽃명소",,가능,126.645529571004,35.5097168961857
2815,한성연수원 야영장,민간,경상북도,문경시,경북 문경시 마성면 하내2길 55,15,0,0,0,0,,0,0,0,0,0,0,15,0,0,2020.9.18,개별,"전기,장작판매,온수,산책로,운동시설","계곡 물놀이,산책로",15,0,0,0,걷기길,,가능,128.080600431884,36.6648739143794
2816,구시포글램핑-미등록 야영장,,전라북도,고창군,전북 고창군 상하면 진암구시포로 547-23,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,개별,,,0,0,0,0,,,불가능,126.435100907693,35.4436429881552
2817,젤리캠핑장,민간,경기도,안산시,경기 안산시 단원구 중우물1길 12 (대부남동),0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2024.4.22,개별,,,0,0,0,0,,,불가능,126.557753674636,37.2186810432583
2818,행운야영장,민간,경기도,양주시,경기 양주시 마전로212번길 79-72 (마전동),35,0,0,0,0,,0,0,0,0,0,0,35,0,0,2020.9.14,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트_편의점","계곡 물놀이,산책로,운동장,어린이놀이시설",15,0,8,1,걷기길,"릴선,화로대",가능,127.058685966981,37.779479109742
2819,지리산 호수공원 오토캠핑장,지자체,전라남도,구례군,전남 구례군 산동면 산업로 1590-18,0,2211,16,0,0,,0,0,0,0,0,0,22,0,0,2021.5.24,개별,"전기,무선인터넷,장작판매,온수,놀이터","계곡 물놀이,산책로",9,0,0,0,"일출명소,일몰명소,수상레저,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대",가능(소형견),127.418467458032,35.2807797333282
2820,산청펫글램핑,민간,경상남도,산청군,경남 산청군 금서면 화계오봉로 349-35,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,2020.9.6,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트_편의점","계곡 물놀이,산책로,운동장",6,2,2,6,"일출명소,일몰명소,여름물놀이",,가능,127.777948382291,35.4387977510879
2821,트리하우스계곡야영장,민간,강원도,홍천군,강원 홍천군 내촌면 아홉사리로 1740,20,0,0,0,0,,0,0,0,0,0,0,20,0,0,2020.9.2,개별,"전기,무선인터넷,장작판매,온수",계곡 물놀이,0,0,0,0,"여름물놀이,가을단풍명소",,가능(소형견),128.145495112929,37.8213815579366
2822,아우노펠리스,민간,경상북도,영천시,경북 영천시 상신기길 150 (언하동),0,0,27,0,0,,0,0,0,0,0,0,0,0,0,2020.9.2,개별,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,낚시",27,0,0,27,여름물놀이,,가능,128.956447233555,36.00350293729
2823,화순 고인돌 오토캠핑장,,전라남도,화순군,전남 화순군 도곡면 고인돌1로 139,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.9.1,개별,,,0,0,0,0,,,불가능,126.912786420858,34.9864633911982
2824,문암진1리 번영회(백도해변야영장),지자체,강원도,고성군,강원 고성군 죽왕면 문암항길 133,0,25,0,0,0,0.0,0,0,0,0,0,0,26,0,0,2023.7.13,개별,"전기,놀이터",해수욕,0,0,0,0,"일출명소,수상레저,여름물놀이",,가능,128.545914207408,38.3016193817254
2825,노을진 캠핑장,지자체,인천광역시,서구,인천 서구 정서진로 500 (오류동),0,96,0,15,0,0.0,0,0,0,0,0,0,96,0,0,2020.4.3,개별,"전기,장작판매,온수,놀이터,산책로,운동장,운동시설,마트_편의점","산책로,운동장,농어촌체험시설",95,0,2,15,"일몰명소,걷기길",릴선,불가능,126.657130748411,37.5697718419022
2826,몽고몽고글램핑,민간,강원도,홍천군,강원 홍천군 남면 남노일로 1162,1,0,14,0,0,,0,0,0,0,0,0,0,0,0,2020.10.5,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",어린이놀이시설,18,14,2,16,"봄꽃여행,여름물놀이",,가능,127.756172853775,37.6801882028827
2827,성보촌 캠핑장,민간,경상북도,문경시,경북 문경시 호계면 상무로 377,20,18,0,0,0,,0,0,0,0,0,0,18,10,10,2020.10.5,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,산책로",20,3,3,0,여름물놀이,식기,가능,128.194577805531,36.6459671310377
2828,바람부리 별밤 캠핑장,민간,강원도,강릉시,강원 강릉시 왕산면 바람부리길 69,21,0,0,0,0,0.0,5,6,0,6,8,0,4,17,0,2020.10.12,불가,"전기,무선인터넷,장작판매,온수,산책로","계곡 물놀이,산책로,낚시",15,3,3,3,"여름물놀이,가을단풍명소,겨울눈꽃명소",,가능(소형견),128.720966168099,37.6025064424036
2829,더 노은로 캠핑장,민간,대전광역시,유성구,대전 유성구 노은서로 19 (노은동),0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.10.13,개별,,,0,0,0,0,,,불가능,127.31563401134,36.363072330061
2830,나주 죽산보 오토캠핑장,지자체,전라남도,나주시,전남 나주시 다시면 죽산리 123-3 ,0,41,0,0,0,0.0,5,0,0,5,0,0,41,0,0,2020.10.14,개별,"전기,장작판매,온수,놀이터,마트_편의점","낚시,강/물놀이,농어촌체험시설",20,3,3,7,"일출명소,일몰명소,낚시,봄꽃여행",난방기구,가능,126.627981227275,34.9705951939908
2831,청풍호반 오토캠핑장,민간,충청북도,제천시,충북 제천시 청풍면 용곡길211번길 2,0,20,0,0,0,,0,0,0,0,0,0,12,6,2,2020.10.19,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,20,0,0,0,"일출명소,일몰명소,낚시,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대,난방기구,식기",불가능,128.118566893978,36.9836790140338
2832,우리집 야영장,민간,대구광역시,군위군,대구 군위군 소보면 서금로 84,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.10.19,개별,,,0,0,0,0,,,불가능,128.499235038065,36.2320402072373
2833,지리산생태체험단지,지자체,경상남도,함양군,경남 함양군 마천면 가미동길 67,0,9,0,0,0,,0,0,0,0,0,0,9,0,0,2020.10.28,개별,"전기,온수,놀이터","계곡 물놀이,산책로,해수욕",6,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",,가능(소형견),127.662564268834,35.3803673115524
2834,월등도 캠핑장,민간,경상남도,사천시,경남 사천시 서포면 월등도길 36,0,30,0,0,0,,0,0,0,0,0,0,0,0,0,2020.10.28,개별,"전기,온수,트렘폴린,물놀이장",낚시,2,0,0,0,,,가능(소형견),127.995753095077,34.9739587280041
2836,인천송도국제캠핑장,지자체,인천광역시,연수구,인천 연수구 지식기반로 60 (송도동),0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.6.30,개별,,,0,0,0,0,,,불가능,126.645876400098,37.3615825200502
2837,가평 워크샵 캠핑장 씨브이,,경기도,가평군,경기 가평군 가평읍 북한강변로 274,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2017.4.21,개별,,,0,0,0,0,,,불가능,127.535669239682,37.7531068735272
2838,제천카라반 더그린,민간,충청북도,제천시,충북 제천시 봉양읍 박달로 256-21,6,32,0,14,0,,0,0,0,0,0,0,32,0,0,2020.11.6,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,산책로,수상레저,낚시",25,0,0,14,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능,128.059050751856,37.1443439216622
2839,더하루캠핑파크,민간,경상남도,창원시,경남 창원시 마산합포구 진전면 일암1길 74,25,0,3,4,0,,0,0,0,0,0,0,0,0,0,2018.10.22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,산책로,운동장,마트_편의점","계곡 물놀이,산책로,운동장,낚시,청소년체험시설,농어촌체험시설",30,10,10,20,"수상레저,액티비티,여름물놀이,걷기길",,불가능,128.378556625252,35.1252246246295
2840,강화카라반해변,민간,인천광역시,강화군,인천 강화군 화도면 해안남로 2669,0,0,0,7,0,,0,0,0,0,0,0,0,0,0,2020.11.17,개별,"전기,무선인터넷,장작판매,온수,놀이터,마트_편의점",,7,7,7,7,"일몰명소,가을단풍명소,걷기길",,불가능,126.374032962621,37.6358650362053
2841,유곡면 농촌체험랜드,지자체,경상남도,의령군,경남 의령군 유곡면 청정로 2278,0,30,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2020.11.13,개별,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설,마트_편의점",,0,0,0,0,,,가능(소형견),128.317917887447,35.4322562710798
2842,우리동네 캠핑장,민간,경상북도,김천시,경북 김천시 아포읍 대성지1길 165,25,0,0,0,0,,8,0,0,5,0,0,25,21,0,2020.1.17,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,마트_편의점","계곡 물놀이,산책로,수영장,어린이놀이시설",16,0,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",화로대,가능,128.275335864795,36.1072837036342
2843,약사밤나무집 캠핑장,민간,경기도,포천시,경기 포천시 이동면 금강로 6145-15,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.11.30,개별,,,0,0,0,0,,,불가능,127.389688313242,38.077018071973
2844,수산하늘풍경,민간,강원도,인제군,강원 인제군 남면 무학길 34,0,22,0,0,0,0.0,0,0,0,0,0,0,10,12,0,2020.11.20,개별,"전기,무선인터넷,장작판매,온수,산책로",계곡 물놀이,10,0,0,0,여름물놀이,"릴선,화로대,식기",가능(소형견),128.018762175067,37.9728875764424
2845,우니메이카 캠핑장 양양점,민간,강원도,양양군,강원 양양군 현북면 법수치길 1029,16,0,0,0,0,,0,0,0,0,0,0,10,3,3,2020.11.19,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,0,0,0,0,여름물놀이,,가능,128.61544723893,37.9048763958418
2846,시골학교캠핑장,민간,충청북도,제천시,충북 제천시 봉양읍 제원로 653,43,0,0,0,0,,0,0,0,0,0,0,5,38,0,2020.11.19,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설,마트_편의점","계곡 물놀이,산책로",40,4,4,0,"여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견),128.105560124724,37.1738014537868
2847,The하루만캠핑장,민간,충청북도,괴산군,충북 괴산군 청천면 괴산로상신5길 6-10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2020.11.18,개별,,,0,0,0,0,,,불가능,127.782391606144,36.6345038530209
2848,청포대오토캠핑장,지자체,충청남도,태안군,충남 태안군 남면 청포대길 125,0,21,0,0,0,,0,0,0,0,0,0,21,0,0,2020.11.18,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설","산책로,운동장,수상레저,낚시,해수욕,청소년체험시설",21,0,0,0,"일몰명소,수상레저,낚시,걷기길",텐트,불가능,,
2849,비손관광농원 야영장,민간,경상북도,포항시,경북 포항시 북구 청하면 비학로 1889-157,13,0,0,0,0,,0,0,0,0,0,0,13,0,0,2020.11.17,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트_편의점","수상레저,낚시,해수욕",15,0,2,5,"일출명소,일몰명소,봄꽃여행,여름물놀이,걷기길",,가능(소형견),129.317351730531,36.1976050292886
2851,용인 둥지골 캠핑장,민간,경기도,용인시,경기 용인시 처인구 원삼면 후평로185번길 39,30,0,0,0,0,,0,0,0,0,0,0,30,0,0,2020.11.12,개별,"전기,무선인터넷,장작판매,놀이터,운동시설",산책로,15,0,0,1,일몰명소,,불가능,127.328556895508,37.1362166054304
2852,빙계얼음골 야영장,지자체,경상북도,의성군,경북 의성군 가음면 빙계계곡길 51,0,33,0,12,16,0.0,0,0,0,0,0,0,28,15,6,2020.11.11,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설,마트_편의점","계곡 물놀이,산책로",36,0,0,16,걷기길,,가능,128.750551315478,36.2279812510739
2853,연인산 다목적 캠핑장,지자체,경기도,가평군,경기 가평군 북면 백둔로 441,0,36,0,14,0,,0,0,0,0,0,0,36,0,0,2020.11.10,개별,"전기,무선인터넷,온수,놀이터,산책로,운동장","계곡 물놀이,산책로,운동장",39,4,4,3,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능,127.460367206046,37.9013297619162
2854,아만다키즈글램핑,민간,경기도,가평군,경기 가평군 조종면 와곡길 120,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.11.10,개별,,,0,0,0,0,,,불가능,127.354434457525,37.8691573334768
2855,캠프 인디오,민간,강원도,홍천군,강원 홍천군 동면 후동길128번길 53,20,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.11.9,개별,"전기,무선인터넷,장작판매,온수,운동시설",,0,0,0,0,,,가능(소형견),127.930261805358,37.6478264121805
2856,함양라온캠핑장,민간,경상남도,함양군,경남 함양군 서하면 육십령로 2991,0,24,0,0,0,,0,0,0,0,0,0,10,6,8,2020.11.9,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설,마트_편의점","산책로,운동장,농어촌체험시설,어린이놀이시설",24,0,3,0,"일출명소,겨울눈꽃명소",,불가능,127.774416465428,35.6259803683093
2857,조봉야영장,민간,강원도,양양군,강원 양양군 서면 구룡령로 1610,12,0,0,0,0,,0,0,0,0,0,0,12,0,0,2020.11.5,개별,전기,계곡 물놀이,0,0,0,0,"여름물놀이,가을단풍명소",,불가능,128.503595082675,37.9496964418365
2858,해울림영농조합법인,민간,전라남도,고흥군,전남 고흥군 금산면 평산길 94,6,0,0,0,0,,0,0,0,0,0,0,6,0,0,2020.11.5,개별,"전기,온수,트렘폴린,놀이터,운동장,마트_편의점",낚시,4,0,0,0,"일출명소,일몰명소",릴선,불가능,127.17778070247,34.4907451340016
2859,가야산백운오토캠핑장,민간,경상북도,성주군,경북 성주군 수륜면 백운2길 51-32,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2018.10.10,개별,,,0,0,0,0,,,불가능,128.151769853881,35.795301741543
2860,골드펫리조트,,경기도,용인시,"경기 용인시 기흥구 기흥단지로 406 (고매동, 골드훼미리콘도)",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2016.2.1,개별,,,0,0,0,0,,,불가능,127.13873812633,37.2210183770953
2861,무주 더 스위트 글램핑,민간,전라북도,무주군,전북 무주군 무풍면 오두재로 96,0,0,12,0,0,,0,0,0,0,0,0,0,0,0,2018.1.8,개별,"전기,무선인터넷,장작판매,온수","계곡 물놀이,산책로,낚시,농어촌체험시설",0,0,0,0,,,가능(소형견),127.830333031352,35.8901981838717
2862,퀘렌시아,민간,경상북도,울진군,경북 울진군 온정면 삼덕로 799,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2018.11.7,개별,,,0,0,0,0,,,불가능,129.380379728249,36.69203040867
2863,강화도 크로바 캠핑장,민간,인천광역시,강화군,인천 강화군 길상면 해안남로 497-4,10,0,0,0,0,,0,0,0,0,0,0,3,7,0,2020.12.17,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설","산책로,청소년체험시설",10,1,1,4,"일몰명소,걷기길",화로대,가능(소형견),126.50930752416,37.5968392062275
2864,그레이스 글램핑,민간,강원도,춘천시,강원 춘천시 남산면 북한강변길 888,0,0,7,0,0,,0,0,0,0,0,0,0,0,0,2020.10.26,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장,운동시설,마트_편의점","산책로,수상레저",8,2,2,8,"수상레저,스키",,가능,127.609733811364,37.8279520573164
2865,러빙유 카라반 캠핑장,민간,충청남도,당진시,충남 당진시 고대면 삼선산수목원길 50,1,5,0,6,0,,0,0,0,0,0,0,0,0,0,,개별,"전기,무선인터넷,장작판매,온수,산책로",,8,1,0,6,,화로대,불가능,126.583908144451,36.9106815302767
2866,참살이 가족 캠핑장,민간,경기도,안성시,경기 안성시 보개면 신장길 184,28,0,0,0,0,,7,8,0,8,9,0,27,5,0,2020.12.8,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",,28,1,0,1,"일출명소,걷기길","릴선,화로대",가능(소형견),127.272618465332,37.04601508089
2867,달빛야영장,민간,경기도,양평군,경기 양평군 단월면 윗고북길 56,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.12.4,개별,,,0,0,0,0,,,불가능,127.583263432455,37.5887410555091
2868,행복한 체험 캠핑장,민간,경기도,김포시,경기 김포시 금포로 1196 (운양동),0,0,10,0,0,,0,0,0,0,0,0,10,0,0,2020.5.22,공동취사장,"전기,무선인터넷,운동시설",,5,0,0,10,,,불가능,126.700999115244,37.651236533579
2869,캠프1530,민간,경상북도,청도군,경북 청도군 운문면 운북로 235,0,40,0,0,0,,0,0,0,0,0,0,21,6,3,2020.12.4,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,강/물놀이",20,0,0,0,"여름물놀이,가을단풍명소",릴선,가능(소형견),128.965207758462,35.7881771465843
2870,다둥이네캠핑장,,경기도,가평군,경기 가평군 북면 화악산로 636,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.12.4,개별,,,0,0,0,0,,,불가능,127.56323185784,37.9347012010507
2871,하기숲 가족캠핑장,지자체,대전광역시,유성구,대전광역시 유성구 하기동 259 ,0,14,0,0,0,,0,0,0,0,0,0,14,0,0,2020.12.7,개별,"전기,온수,물놀이장,놀이터,마트_편의점",산책로,14,0,0,0,걷기길,,불가능,127.332316806943,36.3932359181107
2872,힐링오름캠핑장,민간,경상북도,고령군,경북 고령군 덕곡면 덕운로 1081,0,15,0,0,0,,0,0,0,0,0,0,2,3,0,2020.12.9,개별,"전기,무선인터넷,장작판매,온수",산책로,15,0,0,0,,,가능,128.191003352108,35.8000759688546
2873,글로리아 야영장,민간,충청남도,홍성군,충남 홍성군 서부면 서부서길554번길 58,0,10,0,0,0,,0,0,0,0,0,0,10,0,0,2020.12.10,개별,"전기,장작판매,온수,물놀이장,운동시설","산책로,수상레저,해수욕,청소년체험시설",10,0,0,0,"일몰명소,여름물놀이",,가능,126.468382913635,36.5801431673251
2874,채계산 구름 관광농원,,전라북도,순창군,전북 순창군 적성면 마계길 22-8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.12.25,개별,,,0,0,0,0,,,불가능,127.235937185512,35.4098065204864
2875,신두리정원오토캠핑야영장,민간,충청남도,태안군,충남 태안군 원북면 신두로 690-57,0,30,20,0,0,,0,0,0,0,0,0,30,0,0,2020.12.16,개별,"전기,장작판매,온수,운동시설",해수욕,30,1,0,0,"일몰명소,수상레저,걷기길",,불가능,126.18945264254,36.8360484674467
2876,무지개캠핑장,민간,경기도,파주시,경기 파주시 광탄면 부흥로 206-9,25,17,0,0,0,,0,0,0,0,0,0,17,0,0,2020.12.22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",산책로,17,0,0,0,,,가능,126.870302473884,37.8016462623776
2877,제주 산내들 여행사,,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남원읍 남조로 861-83,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2020.12.31,개별,,,0,0,0,0,,,불가능,126.696040812026,33.3431403314307
2878,담터 금학캠핑장,민간,경기도,포천시,경기 포천시 관인면 담터길 339,0,64,0,0,0,,0,0,0,0,0,0,0,0,0,2021.1.5,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,0,0,0,0,여름물놀이,,가능(소형견),127.189417285761,38.1609345691381
2879,은지가족야영장,민간,경기도,고양시,경기 고양시 덕양구 흥도로 281-1 (도내동),0,16,0,0,0,0.0,0,0,0,0,0,0,16,0,0,2021.1.8,개별,"전기,무선인터넷,장작판매,온수,운동시설",,0,0,0,0,,,불가능,126.857206490705,37.6311256242969
2880,명봉산솔밭관광농원오토캠핑장,민간,강원도,원주시,강원 원주시 흥업면 승안동길 242-56,0,11,0,0,0,,0,0,0,0,0,0,0,0,0,2021.1.11,개별,"전기,온수,마트_편의점","계곡 물놀이,산책로,청소년체험시설",15,1,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대,난방기구",가능(소형견),127.873627987389,37.3051246810644
2881,선바위야영장,민간,강원도,인제군,강원 인제군 북면 미시령로 1796,0,38,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2021.2.17,개별,"전기,무선인터넷,장작판매,운동시설",계곡 물놀이,0,0,0,0,"여름물놀이,가을단풍명소",,가능(소형견),128.402978343323,38.2208552115964
